id,document,label
3221282,넴 물린 애들은 좆됫넴...?,0
3221532,넴 시발련ㅋㅋㅋㅋㅋ,0
3234548,이더오른거만봐도 단기하락온다,0
3234943,자고 일어나니 이클 -5% 뭐냐,0
3319305,이더클 어디까지 빠지냐 시발,0
3153386,이클 오늘까지 4.8만찍고마감하고 낼부터 올립니다,1
3153404,펀디가 거래대금 이클 제꼈노,1
3153406,팩트) 이클 50000원 밑으로 떨어지는고 아니면 안팔아도됨,1
3153477,펀디엑스 호재 아직 남았다,1
3153486,근데 이클은 왜 올랐었나요?,1
3153594,이오스 간다,1
3153682,펀디엑스 뛴다 달리자!!,1
3153813,도지쏜다,1
3153818,빅롱트 이클 양전 ㅋㅋㅋㅋㅋㅋㅋ,1
3153865,이더 1751에 30배숏 잡았는데 뭔일이냐 개꿀,1
3153968,잘먹었어 비트야,1
3154064,이클 또 쏜다 ㅋㅋㅋㅋㅋ 이오스 팔고 갈아탄기 신의 한수,1
3154083,펀디엑스로 2천원 벌엇다,1
3154165,이번에는  솔라나장 시작될듯하다 ,1
3185651,플로우 숏 존나맛있네 ,1
3186028,주말은 뭐다 이클 이더 상승장이다 ㅋ,1
3186481,플로우 존나 맛잇네 ㅋㅋㅋㅋㅋㅋ 만원 가냐 ㅋㅋㅋ,1
3187027,위믹스 가즈아,1
3187028,이클간다 ㅋㅋ,1
3187055,아르고 개쏜다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
3187144,오브스 간다 ㅋㅋㅋ,1
3187174,디카르고 삘탔다 50퍼간다 ㄹㅇ,1
3187177,이더리움은 신이다,1
3187617,이클풀발기 ㅋㅋㅋㅋ 타면 손해는안봄 ㅋㅋㅋ,1
3188904,이클 지금이라도 탈까..,1
3213326,이더리움막을수가없다ㅋ 240가볍게돌파,1
3213577,이더가 ㄹㅇ 잘가네,1
3213616, 마로 맛있고 ㄹㅇㅋㅋ,1
3214536,이오스 단독질주,1
3214545,이클 드가자,1
3215660,이더 3배롱 1900불 익절완료 ㅇㅇ,1
3215687,플로우 차트 개아름답다,1
3216906,플로우 슬슬 가죠잉~ 아까 마지막 3천9백원대라고 했제~,1
3216922,플로우 출발 ㅋㅋㅋ,1
3219757,이더 들고있는 사람중에 나보다 평단 낮은사람있음?,1
3219802,이더는 신이다,1
3319358,이클음전,0
3319384,에효 비트코인 개병신새끼 ㅋㅋ ,0
3319439,이더 씹쌔가 비트코인행세하네 ,0
3319513,이더 혼돈의 도가니탕.,0
3319749,래이튀고 비트 먼저팔고 현물보유해라 튀어,0
3319815,마이클 세일러 탈세 악재떳는데 안튀고 뭐하누?,0
3319840,레이 떡상 = 도지 800층,0
3319971,이제 비트 안빠질거같은데,0
3320204,또 비트련 간보네,0
3320459,리플 소송졌냐?? 웰케 혼자 덜오르고 많이내리지;;,0
3320655,지금 이더 도미빨면서 알트 조금식 지옥보내는데 ㅋㅋ,0
3320661,리플좀 살려줘라 나도 숨좀 쉬자!,0
3320914,이클은 가망 없냐?,0
3321013,이클 쏟는다 입벌려,0
3321445,그 동안 고마웠어 비트코인아..,0
3321755,이더챠트정신병걸린거같노 ㅋㅋㅋㅋ,0
3321917,확실히 이제 비트랑 이더는 뒤진듯,0
3321991,루나 ㅅㅂ 또 청산 ㅠㅠ,0
3322032,이더 얼마까지 떨어질거같아?,0
3322434,이클은 끝난거같네,0
3360418,이오스 씨발년아!!!!!!!!,0
3360485,아르고 지금이라도 텨라.ㅈ됨,0
3366875,리플에 수억넣은 새끼들 반토막 난다,0
3367237,🌑▅▇█▇▆▅▄▇ 비트코인 사망 🌑▅▇█▇▆▅▄▇,0
3378510,루나2 곧 대 운지 2차 나온다 숏 잡을준비 ㄱㄱ,0
3378640,이클 좆된거 맞네,0
3378927,무지성횡보 비트씨발아,0
3380544,이클씹 청산,0
3380700,이클 대운지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
3381400,이더 폭락하는데?,0
3381429,이클 존나 웃기네 ㅋㅋㅋㅋㅋ,0
3381432,이클 돔황차 ㅋㅋㅋ,0
3381433,이클 폭----------------포--------------수,0
3381435,이클 빨던새끼들 입꾹닫 채팅창 조용ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
3381436,이클 하락 시작도 안함 ㅋㅋ 숏 가즈아 ㅋㅋ,0
3381437,이클 5.5 풀매수한놈 입꾹닫ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
3381439,이클 저점 잡았다 ㅋㅋㅋㅋ,0
3381755,클레이튼 뜬다 딱봐라,0
3381815,이더 머지 대실패로 끝.. 이더 상장폐지 가자,0
3381818,이클 끝났네 틀니까지 팔아야 겠다 ㅠ,0
3381823,이더리움 상장폐지,0
3381830,이더리움 머지 사태 2시간전,0
3383126,이더-99.9%찍기 한시간 전ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
3383129,현금화!!!!!!!!!!!!!    이더폭뽜알!!!!!!!!!!,0
3383171,아씨발 탈출 못햇다 이더 개씨발년아,0
3383269,이더리움설거짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
3383429,머지포인트가 이더리움 인수했냐?,0
3385146,도지코인 개씨발 새끼 ,0
3319363,이클 32.9에서 숏 10배쳣는데 개꿀띠,1
3319477,이더 롱 존나 안사지네 시바꺼 ...ㅇㅅㅇ,1
3319745,루나 지금이라도 사라,1
3319795,플로우나 사. 빗붕이 붕신들아 TT,1
3319846,플로우 새벽열차 출발,1
3319865,플로우 구조대 오냐...?,1
3320365,무비신 간다,1
3320535,루나 개미들 안타니까 계속 오른다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
3320649,앵커 심상치않다.............,1
3320670,이더리움 잘오르노..,1
3320859,유니페이 매수한 게이들아 축하한다,1
3320967,이더리움 머지 전 펌핑,1
3321035,오늘 비트거래 존나 쉽다,1
3321074,이클 무빙이 단타치기 딱좋노!,1
3321451,나스닥 반등오지는데 비트못따라가죠? ㅋㅋㅋㅋㅋ,1
3321538,루나클  개같이 부활ㅋㅋㅋㅋ 10만원간다 담어ㅋㅋ,1
3321801,이오스 씨발년 롱치려했는데,1
3321893,이오스 500만원 수익중 ㅋㅋ ,1
3321960,루나 아직 안늦었어 얼릉타!,1
3321988,이오스 83퍼수익중,1
3322080,루나 개떡상이네 ㅋㅋㅋㅋ 시발 5배 먹었다.,1
3357903,"루나로 초대박났습니다;;;,,,,,, 손떨립닏",1
3360452,5일간20퍼가까이 오른 비트,1
3365300,슨트 100원간다. 룸네에서 세력옮겨오네,1
3367287,루나 갑자기 ? 쏜다고?,1
3367619,헤데라로 대출금 다갚아야겠다,1
3377826,도지쏜다..,1
3378928,이더리움이 미래고 조만간 비트코인 시총 넘어간다,1
3380545,이더리움 200만원 가즈아 ㅠㅠ,1
2963562,루나 개발자 전격 구속 속보,0
2963592,루나 권도형 죽었다는 소문,0
2963619,루나 권도형 시신발견 소문 돌고있다,0
2963794,빗썸 앵커는 뭐냐 씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2963802,빗썸 앵커 미친새기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2963916,아니빗썸개씨발앵커 렉땜에팔지도못햇어 개좆같네,0
2963975,우와 ㅆㅂ 버텨  비트야.  숏충이만 먹여살릴거냐?,0
2964059,앵커 물린 새끼 봐라,0
2964569,어어 도지 우리집개새끼뒤진다 어떡해 어어,0
2964601,오늘 비트 나락가는날 ㅠㅠㅠㅠㅠ,0
2964726,비트코인도 곧 루나꼴 날텐데 왜 아직도 붙잡고있는거임?,0
2964747,어차피 비트 올라갈 이유 없다 안심하고 숏쳐 ,0
2966805,무비블록씨발룐아!!!!!!!!,0
2966837,방금 일어났는데 비트숏20배짜리 포지션 왜 없어졌냐,0
2966885,존나 비트 개씹스캠이네 ㅋㅋㅋㅋ,0
2967129,내가 비트코인갤러리 떠나려는 진짜 이유는 ㅋㅋㅋㅋㅋ,0
2967759,루나클 15000 살려주세요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0
2967895,잡코나 비코 이더 무빙 다를꺼 없음 ㅋㅋ,0
2968014,바낸 비트 개떡락 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2968028,바낸 비트 2만개 던졌노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2968034,바낸 비트 완도빔 입갤 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2968513,리플은 상폐확정이야?,0
2968751,클레이튼(사망선고),0
2969174,코인전체가 루나처럼 될거임 100%,0
2969557,왤캐 테더 불안하냐,0
2970265,씨발 코인충 인식 씹창낼려고 완도사건 루나투자자로 몰아갓던거네,0
2970524,그저 하락밖에 모르는 바보 비트코인,0
2970592,앞으로 비트코인 얼마나 빠질거 같냐?,0
2970638,나스닥은 천국가고 비트는 지옥가네,0
2971278,방에 똥싸기전에 비트 올려 시발,0
2971289,비트 개병신새끼 이더보다 더 떨어지네 개빡치게,0
2971673,루나 3달러 물렸는데,0
2971773,애미뒤진 비트코인 또라이냐,0
2971868,살려주라 ㅅㅂ루나도 아니고,0
2972730,진짜 개좆같이 안오르네 비트 씨발,0
3057149,이더 1300숏 잘못탔다가 씨ㅡ발 살려줘,0
3057166,이더 1416에 롱 물렸습니다 제발좀 알려주세툐,0
3057184,비트코인 이 좆퇴물새끼 이더따라가는거 개추하네 ㅋㅋ,0
3057273,이더 돔황챠,0
3085805,이클 청산당했다,0
3128253,이클 끝난것같다 튀자,0
3143851,이클 시발 ㅋㅋ쫀나 뮤섭네 ㅋㅋㅋㅋ,0
3147398,메탈 씹스캠 같은거 물리는 병슨없제?ㅋㅋㅋㅋㅋㅋㅋ,0
3151616,이클 대운지ㄷㄷㄷ,0
3151618,이클 나락 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
3151625,이클 쏜다며 좋아했던놈들 얼굴 사색잼ㅋㅋㅋ,0
3151667,리플 또지랄하노 ㅋㅋㅋ,0
3151867,이더 무빙이 왜 이지랄이냐,0
3152592,펀디 990층 너무 춥고 뮤서우ㅜㅠㅠㅠㅠㅠ,0
2964658,리플개쏘는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2964690,리플 사놔야겠군 ㅎ,1
2964721,리플 졵나 쏘는 이유가 뭐냐? 업비트 씨발,1
2964838,코린이들아 내말믿고 리플 사둬라 ,1
2964843,듣고있나 이좋은기회를 놓칠래 리플 물어라,1
2964858,리플 사재기해라 ,1
2964864,리플 막차 떠납니다 마지막모집,1
2965369,리플 왜이리 잘 버팀? ,1
2966301,플로우 차트 예쁘다 참고,1
2966442,루나 쏘기 직전이네ㅋㅋ,1
2966639,ㅁㅊ 솔라나 사자ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2967047,속보-👱?‍♂+하버드 교수 비트코인 연말까지 급등 예상,1
2967369,위믹스 사야되나,1
2968293,트론 존나 개쩔지 않냐,1
2968358,이제부터 트론이 대장이다,1
2969481,이더 달린다,1
2970050,아르고 출발한다 뿌뿌 다비쿄 ,1
2970079,아르고 출발 섹스 ♡ 흔들라,1
2972009,메탈타라 분명히말했다,1
2972601,우늘도 ustc 루나클만 간다,1
2973042,도지쏜다!!!,1
3057198,근데 이더가 벌써 30퍼넘게올랐는데 이런적은,1
3057211,"이더 2백만원, 솔라나 10만원 찍을거다 두고 봐",1
3058508,이클 하루만에 25퍼 올리노,1
3058551,이클 언제 올랐냐,1
3127090,코인하는 중학생 이클로 졸업가능?,1
3127112,이클 월봉 100% ㅋㅋ,1
3127139,이클 비이이이이ㅣㅇ이ㅣㅇ2222222222222222222222임,1
3127181,이클 오만원 가나 ㄷㄷ,1
3127184,이클 4만원 돌파 컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
3127189,이클형 오늘 세번먹게해주는거야??? 미친거야????ㅋㅋㅋㅋㅋㅋㅋ,1
3127208,이더 하루 15퍼상승 ㅋㅋ,1
3127272,이더리움 15퍼 떡상 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
3128254,이클 머가리 따러 가즈아,1
3128272,이클 계속 간다. 풀매수 박아라,1
3143828,이클 아직도 안산 흑우없제???????????????,1
3143832,이클 << 코인 역사상 최고 GOAT,1
3143847,이클 장군님 믿고 있었으면 개추 ㅋㅋㅋㅋ,1
3143855,이클 난리인데,1
3147456,도지 ㅈㄴ 쏜다 !!,1
3147458,도지 풀매수 마렵네 ㅋㅋ,1
3147480,도지 시발 ㅋㄱㄱㄱㄱ와 긴가민가하고탔는데,1
3147552,위믹스 쏜다,1
3151852,펀디엑스 역프다 빨리타라ㄷㄷㄷㄷ,1
3151864,펀디엑스 타라,1
3152559,펀디40퍼익절했다 ㅂㅇ,1
3152597,펀디믿고잇엇다구 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2732744,카이버 쏜다,1
2732775,카이버 뭔데ㅋㅋㅋ개두근두근,1
2732875,이클 씨발 고맙다!!!!,1
2732916,루나클래식 말좆양봉 개떡상 ㅅㅅㅅㅅ,1
2733171,디카르고 쏜다,1
2733176,디카르고 잘먹었냐? 자 다음은 오브스다 ,1
2733271,방금전에 내가 라코 타라고 했지????????봐라,1
2733571,트론 떡상,1
2782000,다시는 근본 전송코인 리플 무시하지 마라. ㅇㅇ...,1
2783362, 비트 또 ㅈㄴ 쏘네,1
2783646,asr코인뭐냐? 어제 유니처럼 인생역전가는거냐?,1
2783740,위믹스 타라. 마지막 기회다.,1
2783794,위믹스는 여러분에게 다시 기회를 드리도록 하겠습니다.,1
2816699,메탈 뭐냐? 메탈페이 파워가 이정도야?,1
2818239,나 비트코인 떡상함 ㅅㄱ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2818401,도지 차트보니 좋아보이는데,1
2891558,도지 천원 가즈아 이러던게 생각나네,1
2891870,무비블록 호재뜸,1
2731395,도지는 진짜 뒤진거임???,0
2731571,근데 비트 다 죽어가는거 같긴함,0
2731588,와 진짜머냐??? ㅋㅋㅋ 이더도안데리고가네이제는,0
2731939,마 이게 BTS의 힘이다 비트랑 나스닥이랑 둘다 떡락시켜버림,0
2732604,루나 사태 터졌는데도... 코인 사는애들 뭐임?,0
2732722,이와중에 위믹스는 개같이 잊혀졌네ㅋ,0
2732886,근데 비트 승천하시는데 알트들은 왜케 빌빌댐?,0
2732900,누싸랑 라코 상폐빔이냐? ㅋㅋㅋㅋ,0
2732971,위믹스형 장난칠기분아니야,0
2733166,아나 씨발 잘못눌려서 비트토렌토 매수헀네 씨발것,0
2733287,솔라나 이싸발년…,0
2733310,"""솔라나 소송 패소""",0
2733341,웨이브롱사는새기들아 여기서 비트 빠지기라도하면 니들은 대운지다,0
2733411,애들아 비트 바닥 아직 안 찍었다 ,0
2733466,아니 자고일났는데 위믹스 왜 좆망해있노,0
2733556,아까 위믹스 5200에 산애 살아있냐ㅋㅋㅋㅋㅋ,0
2781944,도지 90원대 입갤 98원 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2782368,메탈 왜 씹스캠이 됬을까 궁금하네,0
2783425,위믹스는 뭔 악재라도있냐?,0
2783658,루나 이속도면 내일 1달러 미만찍겠다,0
2816663,루나로 한달전 1300잃은 게이다..,0
2816667,ㅁㅊ 비트 쭉쭉 빠지네 ㄷㄷ,0
2816678,이더 진짜 개나락가나보네,0
2816689,와 이러다 비트 3000만도 깨지는거아님?ㄷㄷ,0
2816766,알트대장 이더리움 뒤져버렸노,0
2816770,이더리움 이번달10만원대 간단다,0
2816772,이더 더 떨어진다고합,0
2816774,이더 점마 어디가노?,0
2816781,이더리움 10만원 간다 ㅋㅋㅋㅋ,0
2818205,"루나는 피했는데, 이런 ㅆㅂ 아..........",0
2818284,ㅋㅋ 시발 이더새끼야 안팔아  더떨궈봐 ,0
2818358,이더리움 루나처럼 망할듯 이거 100%,0
2840639,이번에야말로 비트는 끝났다 ㅋㅋㅋ 비트0에 수렴하면 주식가자,0
2840704,코인판에서 제일 병신들이 루나2.0 들어간 새끼들,0
2840877,코인판 루나 권도형 같은 새끼들이 99퍼지,0
2840965,코인의 미래는 루나 하나로 모든게 설명된다,0
2842104,"루나를 진짜로 믿은 놈, 있긴하냐?",0
2842105,루나 폭락 범인이 도권이였다매 ㅋㅋ,0
2842122,위믹스 개같이 음전 ㅋㅋㅋㅋ,0
2842204,나스닥 음봉 전환 ㅠㅠㅠㅠㅠ 비트 튀어라 흐른다,0
2842237,연습) 1이더로 진라면순한맛 1봉지 삽니다.,0
2844189,이더리움 개병싄코인 ㅋㅋㅋㅋㅋㅋㅋ,0
2891923,ㅋㅋ 도지 씨발 ㅋㅋ 망했자나,0
2891926,무비 상폐확정 ㅅ ㅅ 드디어 상폐네 잘가라,0
2901399,도지 텨라 물리면 답없다 도지는,0
2901406,도지 시발 엄마없냐?,0
2901449,도지 진짜 애미디진새끼임?,0
2901518,도지 롱 개처물렸네 하 씨발진짜,0
2902523,다른건사도 도지는사지마,0
2421930,위믹스 업비트에서 신저가 계속  갱신 ㄷㄷㄷ 200달러 풉ㅋㅋ,0
2421932,위믹스 평단 4500이다 자살각이냐?,0
2421941,위믹스 평단 7950원입니다.  업비트에서요 죽어야되나요,0
2421947,메인프레임) 비트코인 형님들 도와주세요ㅠㅠ 제발 ㅠㅠ,0
2421959,위믹스  아... 노답 손절치고 간다 ,0
2421962,위믹스 6천7백에 매도 했는데 3천원 가있노..,0
2421978,30일동안 3번올랐다  27일 떨어지고  위믹스 십년아,0
2422099,리플 그저 좆됐다!!!!,0
2422114,위믹스 개 씨발년,0
2422136,위믹스 이정도면 ㅅ ㅣ 발 다 죽자는거지??  ,0
2422201,이번달 비트 10%하락 알트평균 30%하락ㅋㅋㅋㅋㅋ,0
2422229,위믹스 이 개씨@발련아,0
2422232,도지 70원으로 돌아가겠네 ㅋㅋ,0
2422378,리플 950층에 2천물려있는데 어떡하냐,0
2422445,비트 이더 다 뒤져가는데 뭔 생각으로 알트에다 롱을 잡냐,0
2422519,위믹스 평단4090  탈출가능함?  시발 살려줘 알려줘,0
2422768,메탈 해킹 진짜냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2422984,메탈 계단식하락 진짜 예술이다,0
2423137,결국 2017년 화려했던 넴도 상폐,0
2423185,도지 봐라 씹스캠의 근본이네 ㅋㅋ,0
2423206,아니 비트는 횡보만 하는데 알트 왜 계속 떨어지냐고 ㅅㅂ,0
2423236,코인 사기인거 싸이클럽 같은거 보고 못느끼냐?,0
2423249,시총 1조짜리 넴도 상폐당하더라,0
2423254,코인끝났단 얘기나오면 거기가 저점이더라,0
2508127,루나는 100프로 폰지사기 맞네 다단계 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2508128,솔직히 루나 아침에서 더 안떨어질것같았으면 대추 ㅋㅋ,0
2508130,루나 최후의 방어선...jpg,0
2508132,루나 계단식 하락 다시 시작이냐,0
2508135,루나 ㄹㅇ 무반등 운지인데 숏친사람 부럽노,0
2508139,루나진짜잘가라 지금이라도빼라,0
2508142,내 계좌는 박살났지만 루나보고 웃고있으면 개추 ㅋㅋㅋㅋ,0
2508144,루나 절대 사지마라 이유있음,0
2508147,루나좀 사봤는데 홀더들 좆됬겠네,0
2508148,루나는 주봉 월봉 역대급이네 ㅋㅋ,0
2508149,루나 시총35조에서 현재 2조 ㅋㅋㅋㅋ,0
2508150,루나 100개만 있으면 돈걱정없이 산다길래 3.21에 100개 샀다 ㅋㅋ,0
2508151,도권 비트8만개 홍콩거래소 입금해놓고 튐ㅋㅋㅋ,0
2508154,루나에 물렸다ㅠ,0
2508163,루나 저거 왜저럼? 너무 과하게 내리지않음?,0
2508165,루나 이거 환불 안되나요..?,0
2508166,루나 200원 가면 풀매수 한다,0
2508173,루나 7천원에 두배보고 들어간 흑두루미새끼있냐,0
2508197,ㅋㅋㅋㅋ 도지 보다 더하노 ㅋㅋ,0
2549936,루나가... 코인 역사상 역대급인거 같은데,0
2549937,이제놔준다 ㅋㅋㅋㅋㅋㅋ굿바이 루나-ㅋㅋㅋㅋ,0
2549940,도지도 1원가야지?,0
2550510,ㅅㅂ 루나 개물렸네 ㅋㅋ,0
2550566,루나 1에 살생각하지마라 절대 못판다 다시는 ,0
2550586,학식충 루나 -96.56% 후기 남겨요...,0
2550602,루나 자고 일어나니까 40원 -> 1원ㅋㅋㅋㅋㅋ,0
2550649,루나에 돈잃은새끼 이거나 봐라,0
2550654,루나 레전드 씨발,0
2550658,루나 이젠 진짜 저점아님?,0
2550664,껄껄 1시간도 안되서 -69퍼 루나 지린다,0
2637273,루나 차트 심상치 않다,0
2637274,대폭락가자 비트야,0
2637289,테더 대악재떴다ㄷㄷㄷㄷㄷㄷㄷㄷㄷ,0
2637320,루나는 왜 1에 걸어도 안팔리는거냐,0
2637327,루나 휴지 조각 까지 24시간도 안남았다,0
2691786,도지 십원대로 무너지겠네 ㅋㅋㅋ,0
2691788,루나폭탄던지기시작 ~~,0
2692356,야 좆됬다 테슬라 비트 판다는데?,0
2692656,이클을사라 결국 이더는 망할듯,0
2422075,골드만 삭스 비트코인 담보 대출 해준다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2422087,카이버 찐반등이다,1
2422267,이번 주말은 위믹스 질리카 투톱으로 간다,1
2422380,위믹스 250원 다시오면 월급모은거 다 박는다,1
2422497,ㅋㅋ 카이버 청산빔 맞았네,1
2422504,카이버 숏 빼자마자 청산빔 나오네,1
2422728,양키들이 비트 이더 근본코인만 사는 이유가 있네,1
2423029,트론 쏘냐?,1
2423033,트론 개쏘네 ㄷㄷㄷㄷㄷ,1
2423106,현물의 미래는 도지코인이야,1
2423159,리플 개쏜다 ㅋㅋㅋㅋㅋㅋ,1
2423263,카이버 말아올렷네 ㅋ,1
2550166,루나 찐반등이다 50%급등,1
2550576,루나 끝나니 드디어 비트 떡폭등 ㅋㅋㅋㅋㅋㅋㅋ,1
2637255,오늘 위믹스 좀 쏘겟다 미리타라,1
2661769,루나 ㅜㅜ 감사합니다. ,1
2691711,위믹스 결국 5500까지 회복하네..,1
2692677,오늘 위믹스 꿀이였다 진짜,1
2228118,리플 먼 문제 있어??,0
2228125,솔라나 운지가즈앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2228217,플로우 이 개시벌년새기 봐라 ㅋㅋㅋㅋㅋ,0
2228228,플로우 씨발련,0
2228523,피르만지 카르만지 개잡코 사는사람 없제?,0
2228617,질리카 이 병신새끼 왜 비트따라가 씨발아 단독속공가라고,0
2228660,허 씨발 솔라나 누가 추천했냐 이 개 좇같은 새끼야,0
2228677,뭐야 왜 갑자기 비트 나락감 ?????,0
2228697,아니 비트가 왤캐 빠지는거임,0
2228701,안녕하세요 비트코인 초보입니다. 제 돈이 갑자기 마이너스가 됬습니다.,0
2228751,이거 비트코인 만우절 장난맞지?,0
2228933,어이가 없네 비트코인 ㅋㅋㅋㅋㅋ,0
2229222,아발은 롱만치면 쳐박네,0
2229623,요즘 비트 무빙이 잡코인보다 어려운듯,0
2229651,이오스트<<<이새끼 씹 악질이면 개추 ㅋㅋ,0
2230308,카르마체인 씨발년아!!!!!!!!!!,0
2230423,트론 나락가네,0
2230541,이클은 끝났냐?,0
2231093,현시점 제일 쓰레기 코인은? 난 위믹스 ㅋㅋㅋ,0
2231506,트론 하..,0
2231549,디카르고씨발,0
2231635,위믹스 진짜 징글징글 토나온다 느끼면 개추,0
2231866,ㅆㅂ 플로우 개 잡코인 ,0
2232135,플로우 개잡쓰레기 코인 그냥 죽어,0
2248570,엔진 개쓰레기 언제쏘냐,0
2284214,숏물량 왜케많냐 실화냐? ㅋㅋ 속으론 다들 비트코인 씹쓰레기라 생각하나보,0
2292053,헤데라 지금들어가기엔 좀 별로임,0
2292704,앵커 들어가면 인생나락,0
2292959,원화에서 도지만큼은 절대안삼,0
2293000,트론 왤케 안와...,0
2294059,도지에 돈 상납하는 븅신들 많네,0
2294111,도지 흐른다,0
2294117,도지 드론 띄워도 하락하노 ㅋㅋㅋㅋ,0
2294142,도지 330층 구조대 올까요?,0
2228127,개손절한거 피르마로 다복구했다ㅅㅂ ㅋㅋ,1
2228285,디카르고 출발 한다,1
2228454,피르마로 6억 벌었다,1
2228492,지금 비트왜쏟은건지 모르는새끼들은 코인접어라,1
2228506,이클 2배 수익 챙기고 다 떠남ㅋㅋ,1
2228831,지금  비트 롱치면 49000까지 바로간다,1
2228870,앵커 111원 매도벽뚫으면 바로 116원까지 올려준다 세력이 ㄹㅇ,1
2229069,누사로 1000 가까이 먹고 잇음 ㅋㅋㅋ 비트도 오른다,1
2229108,"리플 1,000원에 주웠당",1
2229195,낼 도지 쏠거같음 만우절기념,1
2229214,내일 만우절기념으로 도지쏜다 머스크 트윗준비해라 ,1
2229302,와 비트 대상승 ㅋㅋㅋㅋㅋ조정 끝 불장 시작됐노,1
2230094,오브스 심상치않다,1
2230107,카이버 오늘 기대해도되냐? ㅇㅇ,1
